"Geneid","GeneName","NewName","GeneType","chr","start","end","strand","logFC","logCPM","PValue","FDR","significance"
"ENSG00000107738","VSIR","ENSG00000107738_VSIR","protein_coding","chr10",71747556,71773520,"-",2.32085022361105,3.83883511425835,2.90542136104016e-07,3.11332040065237e-05,"Up_in_Ssh1"
"ENSG00000105486","LIG1","ENSG00000105486_LIG1","protein_coding","chr19",48115445,48170603,"-",-1.34734490334689,5.88693336646843,3.09019450107965e-07,3.28696718033957e-05,"Down_in_Ssh1"
"ENSG00000178999","AURKB","ENSG00000178999_AURKB","protein_coding","chr17",8204733,8210600,"-",-1.37189509261974,6.94174535851282,3.35165236722521e-07,3.53905132439999e-05,"Down_in_Ssh1"
"ENSG00000143228","NUF2","ENSG00000143228_NUF2","protein_coding","chr1",163266576,163355764,"+",-1.50617624780383,5.19379424363846,3.42090232856006e-07,3.58599804963405e-05,"Down_in_Ssh1"
"ENSG00000119333","DYNC2I2","ENSG00000119333_DYNC2I2","protein_coding","chr9",128633653,128656847,"-",-1.18760740503074,6.60785574038592,3.48140253791216e-07,3.61932149819353e-05,"Down_in_Ssh1"
"ENSG00000171241","SHCBP1","ENSG00000171241_SHCBP1","protein_coding","chr16",46578591,46621379,"-",-1.34619368023803,5.67878317672935,3.50273060795724e-07,3.61932149819353e-05,"Down_in_Ssh1"
"ENSG00000178573","MAF","ENSG00000178573_MAF","protein_coding","chr16",79585843,79600737,"-",3.07720116262033,1.66096496180347,3.52797761172535e-07,3.61955490292333e-05,"Up_in_Ssh1"
"ENSG00000171223","JUNB","ENSG00000171223_JUNB","protein_coding","chr19",12791486,12793315,"+",1.36596053773289,7.94637907433589,3.61966473283817e-07,3.68746972008711e-05,"Up_in_Ssh1"
"ENSG00000111335","OAS2","ENSG00000111335_OAS2","protein_coding","chr12",112978395,113011723,"+",1.84493648733755,4.44540052747309,3.6897994898632e-07,3.73263212729798e-05,"Up_in_Ssh1"
"ENSG00000185787","MORF4L1","ENSG00000185787_MORF4L1","protein_coding","chr15",78810487,78898139,"+",1.16922308951987,7.60548519917801,3.91664725732006e-07,3.93459855724944e-05,"Up_in_Ssh1"
"ENSG00000110076","NRXN2","ENSG00000110076_NRXN2","protein_coding","chr11",64606174,64723197,"-",2.58584781783322,2.27366780562899,4.0824704528612e-07,4.07289776352346e-05,"Up_in_Ssh1"
"ENSG00000187193","MT1X","ENSG00000187193_MT1X","protein_coding","chr16",56682470,56684196,"+",1.45534517504981,5.22973503940396,4.14632959363851e-07,4.10827423983388e-05,"Up_in_Ssh1"
"ENSG00000281398","SNHG4","ENSG00000281398_SNHG4","lncRNA","chr5",139274102,139284899,"+",-1.65439424899628,4.90752047276214,4.35405989090661e-07,4.28475036611258e-05,"Down_in_Ssh1"
"ENSG00000163347","CLDN1","ENSG00000163347_CLDN1","protein_coding","chr3",190305707,190322446,"-",2.55181558690762,2.56292239066384,4.53938881597672e-07,4.43694585215671e-05,"Up_in_Ssh1"
"ENSG00000117724","CENPF","ENSG00000117724_CENPF","protein_coding","chr1",214603185,214664574,"+",-1.73624588227917,7.46226936292427,5.09412225362008e-07,4.94574312220591e-05,"Down_in_Ssh1"
"ENSG00000157064","NMNAT2","ENSG00000157064_NMNAT2","protein_coding","chr1",183248237,183418380,"-",2.13487487083547,2.75151533269915,5.30392746551581e-07,5.11510764774345e-05,"Up_in_Ssh1"
"ENSG00000124920","MYRF","ENSG00000124920_MYRF","protein_coding","chr11",61752636,61788518,"+",1.54964454200314,4.276796229381,5.50805552473906e-07,5.27679014707783e-05,"Up_in_Ssh1"
"ENSG00000276672","ENSG00000276672","ENSG00000276672_ENSG00000276672","lncRNA","chr13",33846190,33850825,"+",-2.93160519945636,1.06380818365791,5.55265298926582e-07,5.28451829886311e-05,"Down_in_Ssh1"
"ENSG00000118193","KIF14","ENSG00000118193_KIF14","protein_coding","chr1",200551497,200620751,"-",-1.85779868127831,5.66360545802941,5.5924364987638e-07,5.28466260262344e-05,"Down_in_Ssh1"
"ENSG00000178597","PSAPL1","ENSG00000178597_PSAPL1","protein_coding","chr4",7430285,7434930,"-",7.84376428835905,-0.475253538877196,5.62586783356844e-07,5.28466260262344e-05,"Up_in_Ssh1"
"ENSG00000197989","SNHG12","ENSG00000197989_SNHG12","lncRNA","chr1",28578538,28583132,"-",-1.26518836395578,5.04167555970184,5.86368771006979e-07,5.4725229944432e-05,"Down_in_Ssh1"
"ENSG00000087842","PIR","ENSG00000087842_PIR","protein_coding","chrX",15384799,15493564,"-",1.95192439441122,3.17929251201335,5.97341113298126e-07,5.53919009292993e-05,"Up_in_Ssh1"
"ENSG00000148600","CDHR1","ENSG00000148600_CDHR1","protein_coding","chr10",84194537,84219621,"+",3.43406608398601,0.972137397889036,6.46569425798844e-07,5.95749892586374e-05,"Up_in_Ssh1"
"ENSG00000121621","KIF18A","ENSG00000121621_KIF18A","protein_coding","chr11",28020619,28108156,"-",-1.84251679631248,4.7843005950642,6.5558957578575e-07,6.00237898944093e-05,"Down_in_Ssh1"
"ENSG00000101361","NOP56","ENSG00000101361_NOP56","protein_coding","chr20",2652593,2658393,"+",-1.15593928625479,8.23403342649098,6.9649602372817e-07,6.33679967248535e-05,"Down_in_Ssh1"
"ENSG00000122952","ZWINT","ENSG00000122952_ZWINT","protein_coding","chr10",56357227,56361273,"-",-1.19463384056045,5.9968484572387,7.85484774600605e-07,7.10176421835772e-05,"Down_in_Ssh1"
"ENSG00000075218","GTSE1","ENSG00000075218_GTSE1","protein_coding","chr22",46296870,46330810,"+",-1.73237999462376,5.45801080626256,7.98825680176372e-07,7.17752316113751e-05,"Down_in_Ssh1"
"ENSG00000147883","CDKN2B","ENSG00000147883_CDKN2B","protein_coding","chr9",22002903,22009305,"-",1.56152695423921,5.67732226489327,8.57064273557659e-07,7.62515802067963e-05,"Up_in_Ssh1"
"ENSG00000221869","CEBPD","ENSG00000221869_CEBPD","protein_coding","chr8",47736913,47738164,"-",1.38991046717913,4.64459787977135,8.59187582863805e-07,7.62515802067963e-05,"Up_in_Ssh1"
"ENSG00000130513","GDF15","ENSG00000130513_GDF15","protein_coding","chr19",18374731,18389176,"+",2.817166334063,3.03555347689309,8.87639115623564e-07,7.82962649183565e-05,"Up_in_Ssh1"
"ENSG00000141753","IGFBP4","ENSG00000141753_IGFBP4","protein_coding","chr17",40443450,40457725,"+",2.49588084764755,2.98146695317403,8.93245308529547e-07,7.83132523223541e-05,"Up_in_Ssh1"
"ENSG00000130592","LSP1","ENSG00000130592_LSP1","protein_coding","chr11",1850904,1892267,"+",2.87879087975456,1.44077302120737,9.32956671237039e-07,8.1302115699488e-05,"Up_in_Ssh1"
"ENSG00000108179","PPIF","ENSG00000108179_PPIF","protein_coding","chr10",79347469,79355334,"+",-1.18083631777472,6.78638551474727,9.39841667554424e-07,8.14116740289958e-05,"Down_in_Ssh1"
"ENSG00000090889","KIF4A","ENSG00000090889_KIF4A","protein_coding","chrX",70290104,70420886,"+",-1.58076808181513,5.84645944322704,9.53577378022363e-07,8.21098235147113e-05,"Down_in_Ssh1"
"ENSG00000174080","CTSF","ENSG00000174080_CTSF","protein_coding","chr11",66563464,66568879,"-",1.23905657383057,5.4073003034519,9.75673188706863e-07,8.30678088570662e-05,"Up_in_Ssh1"
"ENSG00000087303","NID2","ENSG00000087303_NID2","protein_coding","chr14",52004809,52069059,"-",2.58737213162662,1.48328947124108,9.76187439907456e-07,8.30678088570662e-05,"Up_in_Ssh1"
"ENSG00000164649","CDCA7L","ENSG00000164649_CDCA7L","protein_coding","chr7",21900899,21945903,"-",-1.19520358536729,6.81777841947009,1.00274904027065e-06,8.439495967654e-05,"Down_in_Ssh1"
"ENSG00000262152","GREP1","ENSG00000262152_GREP1","protein_coding","chr16",2988256,3002295,"+",1.74491810472175,5.94763643558038,1.00345175337791e-06,8.439495967654e-05,"Up_in_Ssh1"
"ENSG00000095370","SH2D3C","ENSG00000095370_SH2D3C","protein_coding","chr9",127738317,127778710,"-",2.93808385479929,1.8289106126906,1.0533477403187e-06,8.80793549794817e-05,"Up_in_Ssh1"
"ENSG00000102317","RBM3","ENSG00000102317_RBM3","protein_coding","chrX",48574449,48581162,"+",-1.3230693693186,6.77476730574157,1.06128824548614e-06,8.82333089609337e-05,"Down_in_Ssh1"
"ENSG00000123405","NFE2","ENSG00000123405_NFE2","protein_coding","chr12",54292111,54301015,"-",2.508595144305,2.25084846098897,1.09531083284713e-06,9.05034022691485e-05,"Up_in_Ssh1"
"ENSG00000232533","FAM131B-AS2","ENSG00000232533_FAM131B-AS2","lncRNA","chr7",143379683,143381036,"-",1.97196609389931,3.32297515101322,1.1011059587564e-06,9.05034022691485e-05,"Up_in_Ssh1"
"ENSG00000105519","CAPS","ENSG00000105519_CAPS","protein_coding","chr19",5912339,5916211,"+",1.38341762522958,5.29826367498235,1.12377888016465e-06,9.14434679840122e-05,"Up_in_Ssh1"
"ENSG00000183876","ARSI","ENSG00000183876_ARSI","protein_coding","chr5",150296343,150339307,"-",2.56248865495332,2.89940064830393,1.12518576670498e-06,9.14434679840122e-05,"Up_in_Ssh1"
"ENSG00000275216","AL161431.1","ENSG00000275216_AL161431.1",NA,NA,NA,NA,NA,1.17680038272962,6.48189977035829,1.16861391848642e-06,9.4442284607958e-05,"Up_in_Ssh1"
"ENSG00000198826","ARHGAP11A","ENSG00000198826_ARHGAP11A","protein_coding","chr15",32615144,32639941,"+",-1.51769405458808,6.7176644750058,1.17538180582236e-06,9.44615177945899e-05,"Down_in_Ssh1"
"ENSG00000138180","CEP55","ENSG00000138180_CEP55","protein_coding","chr10",93496612,93529092,"+",-1.50835278735462,6.17895895196327,1.18728281150318e-06,9.48907908906353e-05,"Down_in_Ssh1"
"ENSG00000109685","NSD2","ENSG00000109685_NSD2","protein_coding","chr4",1871393,1982207,"+",-1.21491062592494,7.66158478788302,1.23786624878714e-06,9.83899623898612e-05,"Down_in_Ssh1"
"ENSG00000196230","TUBB","ENSG00000196230_TUBB","protein_coding","chr6",30717435,30725538,"+",-1.17264448291684,11.1178131429019,1.25073133345307e-06,9.88692867198477e-05,"Down_in_Ssh1"
"ENSG00000104967","NOVA2","ENSG00000104967_NOVA2","protein_coding","chr19",45933734,45974044,"-",2.52721315581507,2.26874453683235,1.31691858185849e-06,0.000103535566332418,"Up_in_Ssh1"
"ENSG00000197093","GAL3ST4","ENSG00000197093_GAL3ST4","protein_coding","chr7",100159244,100168617,"-",2.53495573977829,1.4472009462732,1.33859493859247e-06,0.000104670888549614,"Up_in_Ssh1"
"ENSG00000113810","SMC4","ENSG00000113810_SMC4","protein_coding","chr3",160399274,160434954,"+",-1.33507847934407,7.45335326894518,1.34632641774611e-06,0.000104709451393092,"Down_in_Ssh1"
"ENSG00000178921","PFAS","ENSG00000178921_PFAS","protein_coding","chr17",8247618,8270491,"+",-1.18405281225321,5.4376407938808,1.3579486749614e-06,0.000105048585732576,"Down_in_Ssh1"
"ENSG00000167767","KRT80","ENSG00000167767_KRT80","protein_coding","chr12",52168996,52192014,"-",1.28661298840251,6.58815606606411,1.37866541907331e-06,0.000106083904001673,"Up_in_Ssh1"
"ENSG00000123485","HJURP","ENSG00000123485_HJURP","protein_coding","chr2",233833416,233854566,"-",-1.55853437998926,6.49171478736183,1.44219934221558e-06,0.000110385479812119,"Down_in_Ssh1"
"ENSG00000138160","KIF11","ENSG00000138160_KIF11","protein_coding","chr10",92574105,92655395,"+",-1.4183930271449,7.09908794426399,1.57774197747311e-06,0.000120124291821716,"Down_in_Ssh1"
"ENSG00000122966","CIT","ENSG00000122966_CIT","protein_coding","chr12",119685791,119877320,"-",-1.50607441600324,5.60178832758917,1.60549341339159e-06,0.000121597213183889,"Down_in_Ssh1"
"ENSG00000140534","TICRR","ENSG00000140534_TICRR","protein_coding","chr15",89575469,89631056,"+",-1.41199597079732,5.4589214699996,1.63391652879651e-06,0.000123105398466512,"Down_in_Ssh1"
"ENSG00000142552","RCN3","ENSG00000142552_RCN3","protein_coding","chr19",49528003,49546962,"+",2.48538925622823,1.63635295930281,1.66819684767977e-06,0.000125036972013138,"Up_in_Ssh1"
"ENSG00000109854","HTATIP2","ENSG00000109854_HTATIP2","protein_coding","chr11",20363685,20383782,"+",1.36849792288413,4.43638485339237,1.85148086857413e-06,0.000138059393014399,"Up_in_Ssh1"
"ENSG00000099864","PALM","ENSG00000099864_PALM","protein_coding","chr19",708935,748329,"+",1.3748274203393,5.176365536672,1.90936657095138e-06,0.00014164562469427,"Up_in_Ssh1"
"ENSG00000128268","MGAT3","ENSG00000128268_MGAT3","protein_coding","chr22",39457012,39492194,"+",2.41603157131683,3.08905070295987,1.93202016911695e-06,0.000142594917175744,"Up_in_Ssh1"
"ENSG00000021355","SERPINB1","ENSG00000021355_SERPINB1","protein_coding","chr6",2832332,2841959,"-",1.27417437984453,4.86879701822051,2.09683717500991e-06,0.000153973840475601,"Up_in_Ssh1"
"ENSG00000140986","RPL3L","ENSG00000140986_RPL3L","protein_coding","chr16",1943974,1957606,"-",2.60650191623688,2.60149007014522,2.24931481491561e-06,0.000164336303598834,"Up_in_Ssh1"
"ENSG00000178934","LGALS7B","ENSG00000178934_LGALS7B","protein_coding","chr19",38789200,38791754,"+",1.57862365584191,3.98392047428917,2.32039191897929e-06,0.000168677334170625,"Up_in_Ssh1"
"ENSG00000162063","CCNF","ENSG00000162063_CCNF","protein_coding","chr16",2429394,2458854,"+",-1.53954869000526,6.12763244286249,2.35629664777102e-06,0.000169954700306435,"Down_in_Ssh1"
"ENSG00000125170","DOK4","ENSG00000125170_DOK4","protein_coding","chr16",57471922,57487327,"-",1.1516002103579,5.70572964960486,2.36177544209514e-06,0.000169954700306435,"Up_in_Ssh1"
"ENSG00000130517","PGPEP1","ENSG00000130517_PGPEP1","protein_coding","chr19",18340598,18369950,"+",1.31629356718855,4.54669974872718,2.3981832983088e-06,0.000169954700306435,"Up_in_Ssh1"
"ENSG00000233016","SNHG7","ENSG00000233016_SNHG7","lncRNA","chr9",136721366,136728184,"-",-1.32752096986087,5.64824356021676,2.39991492627888e-06,0.000169954700306435,"Down_in_Ssh1"
"ENSG00000105549","SPMAP2","ENSG00000105549_SPMAP2","protein_coding","chr19",361747,376026,"-",2.46232886065994,1.53861295902141,2.40300004754494e-06,0.000169954700306435,"Up_in_Ssh1"
"ENSG00000196154","S100A4","ENSG00000196154_S100A4","protein_coding","chr1",153543613,153550136,"-",1.71667223336842,3.22607408756287,2.40845524421535e-06,0.000169954700306435,"Up_in_Ssh1"
"ENSG00000128274","A4GALT","ENSG00000128274_A4GALT","protein_coding","chr22",42692121,42721298,"-",1.40117978459495,5.02208895159318,2.49673487436729e-06,0.000174865888429032,"Up_in_Ssh1"
"ENSG00000196415","PRTN3","ENSG00000196415_PRTN3","protein_coding","chr19",840999,848175,"+",3.34336507305565,0.145247231015345,2.50222859842455e-06,0.000174865888429032,"Up_in_Ssh1"
"ENSG00000130720","FIBCD1","ENSG00000130720_FIBCD1","protein_coding","chr9",130902438,130939286,"-",2.45288856150754,1.29280425048368,2.5533102741432e-06,0.000177577819354594,"Up_in_Ssh1"
"ENSG00000152377","SPOCK1","ENSG00000152377_SPOCK1","protein_coding","chr5",136975298,137598379,"-",1.68808247301024,3.84117231773267,2.69932671805023e-06,0.000186834738293371,"Up_in_Ssh1"
"ENSG00000119969","HELLS","ENSG00000119969_HELLS","protein_coding","chr10",94545329,94613905,"+",-1.30832260833985,5.11918730983455,2.73389057599024e-06,0.00018832600510607,"Down_in_Ssh1"
"ENSG00000129195","PIMREG","ENSG00000129195_PIMREG","protein_coding","chr17",6444441,6451469,"+",-1.49190475232576,5.20421049864888,2.78309153348527e-06,0.000190806645134587,"Down_in_Ssh1"
"ENSG00000100031","GGT1","ENSG00000100031_GGT1","protein_coding","chr22",24594811,24629005,"+",5.09909232876097,-0.776794909166626,2.82297379119466e-06,0.000192628013506707,"Up_in_Ssh1"
"ENSG00000214856","KRT16P1","ENSG00000214856_KRT16P1","transcribed_unprocessed_pseudogene","chr17",18439985,18442734,"+",3.36430172748975,0.267427184902972,2.86696255708306e-06,0.000194466933089053,"Up_in_Ssh1"
"ENSG00000170312","CDK1","ENSG00000170312_CDK1","protein_coding","chr10",60778331,60794852,"+",-1.37813170727074,7.01341561165593,2.87680932400507e-06,0.000194466933089053,"Down_in_Ssh1"
"ENSG00000169291","SHE","ENSG00000169291_SHE","protein_coding","chr1",154469772,154502412,"-",2.22534177344067,1.93147225060352,2.89409984001157e-06,0.00019472580597957,"Up_in_Ssh1"
"ENSG00000130713","EXOSC2","ENSG00000130713_EXOSC2","protein_coding","chr9",130693721,130707288,"+",-1.28883460731255,5.22196196493212,2.99430288049449e-06,0.000200535117913117,"Down_in_Ssh1"
"ENSG00000137135","ARHGEF39","ENSG00000137135_ARHGEF39","protein_coding","chr9",35658875,35675866,"-",-1.66759312866477,4.02151514102657,3.05455131256708e-06,0.000202751254848995,"Down_in_Ssh1"
"ENSG00000184985","SORCS2","ENSG00000184985_SORCS2","protein_coding","chr4",7192538,7742827,"+",3.13848298110177,1.762368025581,3.05542468941524e-06,0.000202751254848995,"Up_in_Ssh1"
"ENSG00000136122","BORA","ENSG00000136122_BORA","protein_coding","chr13",72727749,72756198,"+",-1.51094641237229,4.39475185546788,3.15446772948496e-06,0.000208367717692828,"Down_in_Ssh1"
"ENSG00000114796","KLHL24","ENSG00000114796_KLHL24","protein_coding","chr3",183635610,183684519,"+",1.35761643659898,4.48740610114054,3.18230899651762e-06,0.000209251281561927,"Up_in_Ssh1"
"ENSG00000137310","TCF19","ENSG00000137310_TCF19","protein_coding","chr6",31158331,31167159,"+",-1.15048081743091,6.32852804319517,3.21903805856831e-06,0.000210708617897055,"Down_in_Ssh1"
"ENSG00000129451","KLK10","ENSG00000129451_KLK10","protein_coding","chr19",51012739,51020175,"-",1.96362903488481,4.43816229433809,3.24036899461235e-06,0.000211149449892172,"Up_in_Ssh1"
"ENSG00000197785","ATAD3A","ENSG00000197785_ATAD3A","protein_coding","chr1",1512162,1534685,"+",-1.13522591491077,5.80352790481026,3.26999620329753e-06,0.00021212450707131,"Down_in_Ssh1"
"ENSG00000149260","CAPN5","ENSG00000149260_CAPN5","protein_coding","chr11",77066961,77126155,"+",1.71895001364733,3.58532122372187,3.39810245466277e-06,0.000219450670130141,"Up_in_Ssh1"
"ENSG00000100526","CDKN3","ENSG00000100526_CDKN3","protein_coding","chr14",54396849,54420218,"+",-1.53228861661697,4.8724376104994,3.424841943818e-06,0.000220194504707872,"Down_in_Ssh1"
"ENSG00000137955","RABGGTB","ENSG00000137955_RABGGTB","protein_coding","chr1",75786197,75795086,"+",-1.0400949681324,6.36520237496025,3.51252905207065e-06,0.000224832943660416,"Down_in_Ssh1"
"ENSG00000130600","H19","ENSG00000130600_H19","lncRNA","chr11",1995166,2004552,"-",3.31110194203643,1.99278205647474,3.5652869189853e-06,0.00022663269442492,"Up_in_Ssh1"
"ENSG00000162426","SLC45A1","ENSG00000162426_SLC45A1","protein_coding","chr1",8318114,8344167,"+",2.03926742293944,2.30184748172221,3.57197942270716e-06,0.00022663269442492,"Up_in_Ssh1"
"ENSG00000165312","OTUD1","ENSG00000165312_OTUD1","protein_coding","chr10",23439075,23442377,"+",1.33625125238898,5.01980585950964,3.67141936999991e-06,0.000231924683870824,"Up_in_Ssh1"
"ENSG00000120833","SOCS2","ENSG00000120833_SOCS2","protein_coding","chr12",93569814,93583487,"+",1.82356583518267,3.55899412684503,3.71422325780448e-06,0.000233608494119129,"Up_in_Ssh1"
"ENSG00000160072","ATAD3B","ENSG00000160072_ATAD3B","protein_coding","chr1",1471765,1497848,"+",-1.06639366145477,6.10488796715286,3.76857086739112e-06,0.000236000632760519,"Down_in_Ssh1"
"ENSG00000104081","BMF","ENSG00000104081_BMF","protein_coding","chr15",40087890,40108892,"-",1.89358263534717,3.28040673026592,3.80003768916629e-06,0.000236945453497757,"Up_in_Ssh1"
"ENSG00000101868","POLA1","ENSG00000101868_POLA1","protein_coding","chrX",24693873,24996986,"+",-1.24959267429379,5.20294811462769,4.03952758567612e-06,0.000250797450877214,"Down_in_Ssh1"
"ENSG00000107537","PHYH","ENSG00000107537_PHYH","protein_coding","chr10",13277796,13302412,"-",1.18424845233771,4.95584063473939,4.17063115406542e-06,0.000257490716112082,"Up_in_Ssh1"
"ENSG00000100297","MCM5","ENSG00000100297_MCM5","protein_coding","chr22",35400134,35425431,"+",-1.05218331206357,6.48652636196625,4.18293365728876e-06,0.000257490716112082,"Down_in_Ssh1"
"ENSG00000091490","SEL1L3","ENSG00000091490_SEL1L3","protein_coding","chr4",25747433,25863760,"-",1.14210565869127,5.67727111350142,4.27558951168871e-06,0.00026207914354275,"Up_in_Ssh1"
"ENSG00000149596","JPH2","ENSG00000149596_JPH2","protein_coding","chr20",44106590,44187188,"-",1.41733474873438,5.30296388673413,4.4329363191306e-06,0.000270577454820858,"Up_in_Ssh1"
"ENSG00000088325","TPX2","ENSG00000088325_TPX2","protein_coding","chr20",31739271,31801805,"+",-1.37880076510039,8.42513431128101,4.58242082050167e-06,0.000278526468862929,"Down_in_Ssh1"
"ENSG00000257084","MIR200CHG","ENSG00000257084_MIR200CHG","lncRNA","chr12",6963226,6964447,"+",1.72849077225302,2.98000924513454,4.66229616087981e-06,0.000281952697476693,"Up_in_Ssh1"
"ENSG00000145386","CCNA2","ENSG00000145386_CCNA2","protein_coding","chr4",121816444,121823883,"-",-1.67490371848917,6.98773720582451,4.67777183702518e-06,0.000281952697476693,"Down_in_Ssh1"
