"Geneid","GeneName","NewName","GeneType","chr","start","end","strand","9_SC1","10_Ssh1","11_SC2","12_Ssh2"
"ENSG00000011405","PIK3C2A","ENSG00000011405_PIK3C2A","protein_coding","chr11",17077730,17207986,"-",2586,1433,1352,1690
"ENSG00000011422","PLAUR","ENSG00000011422_PLAUR","protein_coding","chr19",43646095,43670547,"-",696,392,755,1125
"ENSG00000011426","ANLN","ENSG00000011426_ANLN","protein_coding","chr7",36389821,36453791,"+",19610,2783,6227,4555
"ENSG00000011451","WIZ","ENSG00000011451_WIZ","protein_coding","chr19",15419978,15449956,"-",1775,1109,1093,1101
"ENSG00000011454","RABGAP1","ENSG00000011454_RABGAP1","protein_coding","chr9",122940833,123104866,"+",3201,2630,1808,3249
"ENSG00000011478","QPCTL","ENSG00000011478_QPCTL","protein_coding","chr19",45692403,45703989,"+",713,514,539,827
"ENSG00000011485","PPP5C","ENSG00000011485_PPP5C","protein_coding","chr19",46347087,46392981,"+",3360,1792,2143,2500
"ENSG00000011523","CEP68","ENSG00000011523_CEP68","protein_coding","chr2",65056354,65087004,"+",570,472,286,491
"ENSG00000011566","MAP4K3","ENSG00000011566_MAP4K3","protein_coding","chr2",39249266,39437301,"-",860,400,359,629
"ENSG00000011638","LDAF1","ENSG00000011638_LDAF1","protein_coding","chr16",21158377,21180616,"+",731,947,494,1249
"ENSG00000011677","GABRA3","ENSG00000011677_GABRA3","protein_coding","chrX",152166234,152451315,"-",229,308,141,219
"ENSG00000012048","BRCA1","ENSG00000012048_BRCA1","protein_coding","chr17",43044295,43170245,"-",2293,662,916,1207
"ENSG00000012061","ERCC1","ENSG00000012061_ERCC1","protein_coding","chr19",45407334,45478828,"-",1776,1268,1446,1426
"ENSG00000012124","CD22","ENSG00000012124_CD22","protein_coding","chr19",35319261,35347361,"+",16,23,4,7
"ENSG00000012171","SEMA3B","ENSG00000012171_SEMA3B","protein_coding","chr3",50267558,50277546,"+",1117,2074,1119,1458
"ENSG00000012174","MBTPS2","ENSG00000012174_MBTPS2","protein_coding","chrX",21839617,21885423,"+",873,451,324,509
"ENSG00000012211","PRICKLE3","ENSG00000012211_PRICKLE3","protein_coding","chrX",49174802,49186528,"-",787,683,427,565
"ENSG00000012232","EXTL3","ENSG00000012232_EXTL3","protein_coding","chr8",28600469,28756561,"+",3522,2964,1923,4040
"ENSG00000012660","ELOVL5","ENSG00000012660_ELOVL5","protein_coding","chr6",53267398,53349179,"-",5928,3079,3012,4010
"ENSG00000012822","CALCOCO1","ENSG00000012822_CALCOCO1","protein_coding","chr12",53708517,53727745,"-",993,1907,685,1277
"ENSG00000012963","UBR7","ENSG00000012963_UBR7","protein_coding","chr14",93207241,93229215,"+",2043,799,1158,1207
"ENSG00000012983","MAP4K5","ENSG00000012983_MAP4K5","protein_coding","chr14",50418501,50561126,"-",1581,858,833,900
"ENSG00000013016","EHD3","ENSG00000013016_EHD3","protein_coding","chr2",31234152,31269451,"+",371,482,273,492
"ENSG00000013275","PSMC4","ENSG00000013275_PSMC4","protein_coding","chr19",39971165,39981764,"+",3072,1956,2221,2337
"ENSG00000013288","MAN2B2","ENSG00000013288_MAN2B2","protein_coding","chr4",6575189,6623362,"+",772,1119,559,863
"ENSG00000013306","SLC25A39","ENSG00000013306_SLC25A39","protein_coding","chr17",44319625,44324870,"-",12702,7778,7485,8036
"ENSG00000013364","MVP","ENSG00000013364_MVP","protein_coding","chr16",29820394,29848039,"+",4973,6075,3017,3832
"ENSG00000013374","NUB1","ENSG00000013374_NUB1","protein_coding","chr7",151341772,151378449,"+",2363,1992,1596,2555
"ENSG00000013375","PGM3","ENSG00000013375_PGM3","protein_coding","chr6",83147324,83193936,"-",1197,1075,1085,1794
"ENSG00000013392","RWDD2A","ENSG00000013392_RWDD2A","protein_coding","chr6",83193357,83198935,"+",173,204,155,284
"ENSG00000013441","CLK1","ENSG00000013441_CLK1","protein_coding","chr2",200853009,200864691,"-",1414,570,774,742
"ENSG00000013503","POLR3B","ENSG00000013503_POLR3B","protein_coding","chr12",106357748,106510198,"+",1148,456,607,535
"ENSG00000013523","ANGEL1","ENSG00000013523_ANGEL1","protein_coding","chr14",76781733,76826246,"-",1676,1044,755,1432
"ENSG00000013561","RNF14","ENSG00000013561_RNF14","protein_coding","chr5",141958328,141990292,"+",1537,1566,990,1458
"ENSG00000013563","DNASE1L1","ENSG00000013563_DNASE1L1","protein_coding","chrX",154401236,154412112,"-",781,980,516,1197
"ENSG00000013573","DDX11","ENSG00000013573_DDX11","protein_coding","chr12",31073860,31104799,"+",1913,746,940,840
"ENSG00000013583","HEBP1","ENSG00000013583_HEBP1","protein_coding","chr12",12974870,13000265,"-",737,459,441,594
"ENSG00000013588","GPRC5A","ENSG00000013588_GPRC5A","protein_coding","chr12",12890782,12917937,"+",2148,3340,1348,4580
"ENSG00000013619","MAMLD1","ENSG00000013619_MAMLD1","protein_coding","chrX",150361422,150514178,"+",35,32,20,43
"ENSG00000013725","CD6","ENSG00000013725_CD6","protein_coding","chr11",60971680,61020377,"+",3,6,4,29
"ENSG00000013810","TACC3","ENSG00000013810_TACC3","protein_coding","chr4",1712858,1745171,"+",8428,1754,3047,2195
"ENSG00000014123","UFL1","ENSG00000014123_UFL1","protein_coding","chr6",96521595,96555276,"+",980,599,627,586
"ENSG00000014138","POLA2","ENSG00000014138_POLA2","protein_coding","chr11",65261913,65305959,"+",274,121,144,106
"ENSG00000014164","ZC3H3","ENSG00000014164_ZC3H3","protein_coding","chr8",143437659,143541447,"-",741,629,531,425
"ENSG00000014216","CAPN1","ENSG00000014216_CAPN1","protein_coding","chr11",65180566,65212006,"+",13201,11847,7719,9870
"ENSG00000014257","ACP3","ENSG00000014257_ACP3","protein_coding","chr3",132317369,132368302,"+",133,98,60,115
"ENSG00000014641","MDH1","ENSG00000014641_MDH1","protein_coding","chr2",63588609,63607197,"+",7278,3880,3839,4190
"ENSG00000014824","SLC30A9","ENSG00000014824_SLC30A9","protein_coding","chr4",41990502,42090461,"+",1562,744,777,585
"ENSG00000014914","MTMR11","ENSG00000014914_MTMR11","protein_coding","chr1",149928651,149936879,"-",549,540,346,504
"ENSG00000014919","COX15","ENSG00000014919_COX15","protein_coding","chr10",99710868,99732127,"-",899,601,428,553
"ENSG00000015133","CCDC88C","ENSG00000015133_CCDC88C","protein_coding","chr14",91271323,91417844,"-",250,300,54,245
"ENSG00000015153","YAF2","ENSG00000015153_YAF2","protein_coding","chr12",42157104,42238349,"-",225,117,104,137
"ENSG00000015171","ZMYND11","ENSG00000015171_ZMYND11","protein_coding","chr10",130088,254637,"+",1957,1041,933,859
"ENSG00000015475","BID","ENSG00000015475_BID","protein_coding","chr22",17734138,17774770,"-",929,741,592,864
"ENSG00000015479","MATR3","ENSG00000015479_MATR3","protein_coding","chr5",139293674,139331677,"+",47,19,21,12
"ENSG00000015532","XYLT2","ENSG00000015532_XYLT2","protein_coding","chr17",50346126,50363138,"+",1878,1800,1002,1837
"ENSG00000015676","NUDCD3","ENSG00000015676_NUDCD3","protein_coding","chr7",44379119,44490658,"-",5879,3707,2878,4342
"ENSG00000016082","ISL1","ENSG00000016082_ISL1","protein_coding","chr5",51383448,51394730,"+",160,93,145,119
"ENSG00000016402","IL20RA","ENSG00000016402_IL20RA","protein_coding","chr6",136999971,137045180,"-",196,124,118,178
"ENSG00000016864","GLT8D1","ENSG00000016864_GLT8D1","protein_coding","chr3",52694486,52706032,"-",1972,1498,1196,1657
"ENSG00000017260","ATP2C1","ENSG00000017260_ATP2C1","protein_coding","chr3",130850595,131016712,"+",4090,2389,2171,2837
"ENSG00000017797","RALBP1","ENSG00000017797_RALBP1","protein_coding","chr18",9475009,9538114,"+",3562,2310,1873,2964
"ENSG00000018189","RUFY3","ENSG00000018189_RUFY3","protein_coding","chr4",70704204,70808619,"+",903,500,476,533
"ENSG00000018236","CNTN1","ENSG00000018236_CNTN1","protein_coding","chr12",40692439,41072415,"+",1737,1004,853,914
"ENSG00000018408","WWTR1","ENSG00000018408_WWTR1","protein_coding","chr3",149517235,149736714,"-",774,359,450,630
"ENSG00000018510","AGPS","ENSG00000018510_AGPS","protein_coding","chr2",177392746,177567024,"+",1689,959,899,1042
"ENSG00000018610","STEEP1","ENSG00000018610_STEEP1","protein_coding","chrX",119538149,119565409,"-",745,472,472,643
"ENSG00000018699","TTC27","ENSG00000018699_TTC27","protein_coding","chr2",32628032,32821051,"+",809,339,494,577
"ENSG00000018869","ZNF582","ENSG00000018869_ZNF582","protein_coding","chr19",56375846,56393538,"-",41,23,18,31
"ENSG00000019144","PHLDB1","ENSG00000019144_PHLDB1","protein_coding","chr11",118606440,118658031,"+",2437,2579,1136,1337
"ENSG00000019485","PRDM11","ENSG00000019485_PRDM11","protein_coding","chr11",45095806,45235110,"+",244,272,135,254
"ENSG00000019549","SNAI2","ENSG00000019549_SNAI2","protein_coding","chr8",48917598,48921740,"-",1373,2330,1225,2670
"ENSG00000019995","ZRANB1","ENSG00000019995_ZRANB1","protein_coding","chr10",124942123,124988189,"+",1533,1152,894,1703
"ENSG00000020129","NCDN","ENSG00000020129_NCDN","protein_coding","chr1",35557473,35567274,"+",1335,1194,769,1102
"ENSG00000020181","ADGRA2","ENSG00000020181_ADGRA2","protein_coding","chr8",37784191,37844896,"+",15,36,23,57
"ENSG00000020256","ZFP64","ENSG00000020256_ZFP64","protein_coding","chr20",52051663,52204308,"-",1893,1887,1392,2641
"ENSG00000020426","MNAT1","ENSG00000020426_MNAT1","protein_coding","chr14",60734742,60969965,"+",822,603,593,892
"ENSG00000020577","SAMD4A","ENSG00000020577_SAMD4A","protein_coding","chr14",54566117,54793315,"+",388,268,367,550
"ENSG00000020633","RUNX3","ENSG00000020633_RUNX3","protein_coding","chr1",24899511,24965121,"-",585,549,614,783
"ENSG00000020922","MRE11","ENSG00000020922_MRE11","protein_coding","chr11",94415570,94493885,"-",1529,569,700,721
"ENSG00000021300","PLEKHB1","ENSG00000021300_PLEKHB1","protein_coding","chr11",73646178,73662819,"+",43,108,11,40
"ENSG00000021355","SERPINB1","ENSG00000021355_SERPINB1","protein_coding","chr6",2832332,2841959,"-",470,933,293,855
"ENSG00000021574","SPAST","ENSG00000021574_SPAST","protein_coding","chr2",32063556,32157637,"+",670,259,271,328
"ENSG00000021762","OSBPL5","ENSG00000021762_OSBPL5","protein_coding","chr11",3087107,3166739,"-",154,292,187,199
"ENSG00000021776","AQR","ENSG00000021776_AQR","protein_coding","chr15",34851782,34969742,"-",2901,1571,1696,2169
"ENSG00000021826","CPS1","ENSG00000021826_CPS1","protein_coding","chr2",210477682,210679107,"+",1751,1298,861,1252
"ENSG00000022267","FHL1","ENSG00000022267_FHL1","protein_coding","chrX",136146702,136211359,"+",992,1199,1652,1854
"ENSG00000022277","RTF2","ENSG00000022277_RTF2","protein_coding","chr20",56468585,56519449,"+",2419,1945,1684,2184
"ENSG00000022567","SLC45A4","ENSG00000022567_SLC45A4","protein_coding","chr8",141207166,141308305,"-",232,150,142,212
"ENSG00000022840","RNF10","ENSG00000022840_RNF10","protein_coding","chr12",120533480,120577588,"+",4970,5063,3675,6411
"ENSG00000022976","ZNF839","ENSG00000022976_ZNF839","protein_coding","chr14",102317377,102342702,"+",770,506,401,454
"ENSG00000023041","ZDHHC6","ENSG00000023041_ZDHHC6","protein_coding","chr10",112424428,112447572,"-",1314,720,724,846
"ENSG00000023171","GRAMD1B","ENSG00000023171_GRAMD1B","protein_coding","chr11",123358428,123627774,"+",100,112,158,378
"ENSG00000023191","RNH1","ENSG00000023191_RNH1","protein_coding","chr11",494512,507300,"-",4483,3970,3197,4163
"ENSG00000023228","NDUFS1","ENSG00000023228_NDUFS1","protein_coding","chr2",206114817,206159509,"-",4052,2459,2423,3089
"ENSG00000023287","RB1CC1","ENSG00000023287_RB1CC1","protein_coding","chr8",52622458,52745843,"-",2487,1707,1298,2495
"ENSG00000023318","ERP44","ENSG00000023318_ERP44","protein_coding","chr9",99979185,100099052,"-",1688,1698,1662,2623
"ENSG00000023330","ALAS1","ENSG00000023330_ALAS1","protein_coding","chr3",52198086,52214327,"+",2086,1897,1542,2671
"ENSG00000023445","BIRC3","ENSG00000023445_BIRC3","protein_coding","chr11",102317484,102339403,"+",20,44,27,183
"ENSG00000023516","AKAP11","ENSG00000023516_AKAP11","protein_coding","chr13",42272152,42323261,"+",1100,624,532,775
"ENSG00000023572","GLRX2","ENSG00000023572_GLRX2","protein_coding","chr1",193090866,193106114,"-",604,333,340,393
"ENSG00000023608","SNAPC1","ENSG00000023608_SNAPC1","protein_coding","chr14",61762420,61796428,"+",415,275,238,415
"ENSG00000023697","DERA","ENSG00000023697_DERA","protein_coding","chr12",15911302,16037381,"+",1086,615,557,559
"ENSG00000023734","STRAP","ENSG00000023734_STRAP","protein_coding","chr12",15882387,15903478,"+",6808,3982,4371,5734
"ENSG00000023839","ABCC2","ENSG00000023839_ABCC2","protein_coding","chr10",99782640,99852594,"+",478,424,144,161
"ENSG00000023892","DEF6","ENSG00000023892_DEF6","protein_coding","chr6",35297818,35321771,"+",1651,1391,1057,1490
"ENSG00000023902","PLEKHO1","ENSG00000023902_PLEKHO1","protein_coding","chr1",150149183,150164720,"+",138,127,76,161
"ENSG00000023909","GCLM","ENSG00000023909_GCLM","protein_coding","chr1",93885199,93909456,"-",788,554,384,478
"ENSG00000024048","UBR2","ENSG00000024048_UBR2","protein_coding","chr6",42564029,42693505,"+",2248,1596,1236,1996
"ENSG00000024422","EHD2","ENSG00000024422_EHD2","protein_coding","chr19",47713422,47743134,"+",3460,5479,2337,4072
"ENSG00000024526","DEPDC1","ENSG00000024526_DEPDC1","protein_coding","chr1",68474152,68497221,"-",3790,497,837,745
"ENSG00000024862","CCDC28A","ENSG00000024862_CCDC28A","protein_coding","chr6",138773769,138793319,"+",246,238,163,366
"ENSG00000025039","RRAGD","ENSG00000025039_RRAGD","protein_coding","chr6",89364616,89412273,"-",18,79,26,94
"ENSG00000025156","HSF2","ENSG00000025156_HSF2","protein_coding","chr6",122399551,122433119,"+",742,424,407,727
"ENSG00000025293","PHF20","ENSG00000025293_PHF20","protein_coding","chr20",35771974,35950370,"+",2307,1312,1368,1759
"ENSG00000025423","HSD17B6","ENSG00000025423_HSD17B6","protein_coding","chr12",56752161,56787790,"+",71,77,35,100
"ENSG00000025434","NR1H3","ENSG00000025434_NR1H3","protein_coding","chr11",47248300,47269033,"+",278,374,190,286
"ENSG00000025708","TYMP","ENSG00000025708_TYMP","protein_coding","chr22",50525752,50530032,"-",108,77,79,103
"ENSG00000025770","NCAPH2","ENSG00000025770_NCAPH2","protein_coding","chr22",50508224,50524780,"+",2422,951,1600,996
"ENSG00000025772","TOMM34","ENSG00000025772_TOMM34","protein_coding","chr20",44942130,44960397,"-",5912,2816,2795,3090
"ENSG00000025796","SEC63","ENSG00000025796_SEC63","protein_coding","chr6",107867756,107958208,"-",3546,2822,2992,3754
"ENSG00000025800","KPNA6","ENSG00000025800_KPNA6","protein_coding","chr1",32108056,32176563,"+",4321,3254,2499,4431
"ENSG00000026025","VIM","ENSG00000026025_VIM","protein_coding","chr10",17228241,17237593,"+",115,53,446,313
"ENSG00000026036","RTEL1-TNFRSF6B","ENSG00000026036_RTEL1-TNFRSF6B","protein_coding","chr20",63659300,63698684,"+",78,19,69,7
"ENSG00000026103","FAS","ENSG00000026103_FAS","protein_coding","chr10",88953813,89029605,"+",562,267,322,336
"ENSG00000026297","RNASET2","ENSG00000026297_RNASET2","protein_coding","chr6",166922113,166957191,"-",225,335,189,306
"ENSG00000026508","CD44","ENSG00000026508_CD44","protein_coding","chr11",35138882,35232402,"+",23254,17602,14003,19688
"ENSG00000026559","KCNG1","ENSG00000026559_KCNG1","protein_coding","chr20",51003656,51023107,"-",796,981,822,1279
"ENSG00000026652","AGPAT4","ENSG00000026652_AGPAT4","protein_coding","chr6",161129967,161274061,"-",358,334,243,256
"ENSG00000026751","SLAMF7","ENSG00000026751_SLAMF7","protein_coding","chr1",160739057,160754821,"+",17,11,23,5
"ENSG00000026950","BTN3A1","ENSG00000026950_BTN3A1","protein_coding","chr6",26402237,26415208,"+",669,521,475,691
"ENSG00000027001","MIPEP","ENSG00000027001_MIPEP","protein_coding","chr13",23730189,23889400,"-",943,685,532,781
"ENSG00000027075","PRKCH","ENSG00000027075_PRKCH","protein_coding","chr14",61187559,61550976,"+",254,258,149,448
"ENSG00000027697","IFNGR1","ENSG00000027697_IFNGR1","protein_coding","chr6",137197483,137219449,"-",1278,1275,912,1445
"ENSG00000027847","B4GALT7","ENSG00000027847_B4GALT7","protein_coding","chr5",177600132,177610330,"+",717,670,485,511
"ENSG00000027869","SH2D2A","ENSG00000027869_SH2D2A","protein_coding","chr1",156806243,156816848,"-",25,43,111,110
"ENSG00000028116","VRK2","ENSG00000028116_VRK2","protein_coding","chr2",57907629,58159920,"+",870,514,470,746
"ENSG00000028203","VEZT","ENSG00000028203_VEZT","protein_coding","chr12",95217746,95302799,"+",1562,963,912,988
"ENSG00000028277","POU2F2","ENSG00000028277_POU2F2","protein_coding","chr19",42086110,42196585,"-",60,72,95,103
"ENSG00000028310","BRD9","ENSG00000028310_BRD9","protein_coding","chr5",850291,892801,"-",1636,784,939,470
"ENSG00000028528","SNX1","ENSG00000028528_SNX1","protein_coding","chr15",64094123,64146090,"+",2710,2102,1712,2343
"ENSG00000028839","TBPL1","ENSG00000028839_TBPL1","protein_coding","chr6",133952170,133990432,"+",744,416,465,514
"ENSG00000029153","BMAL2","ENSG00000029153_BMAL2","protein_coding","chr12",27332836,27425289,"+",1301,847,774,1260
"ENSG00000029363","BCLAF1","ENSG00000029363_BCLAF1","protein_coding","chr6",136256627,136289851,"-",5511,2208,2504,3015
"ENSG00000029364","SLC39A9","ENSG00000029364_SLC39A9","protein_coding","chr14",69398015,69462390,"+",2452,1526,1394,2103
"ENSG00000029534","ANK1","ENSG00000029534_ANK1","protein_coding","chr8",41653220,41896741,"-",26,72,15,40
"ENSG00000029639","TFB1M","ENSG00000029639_TFB1M","protein_coding","chr6",155256134,155314493,"-",295,136,186,158
"ENSG00000029725","RABEP1","ENSG00000029725_RABEP1","protein_coding","chr17",5282265,5386340,"+",2560,1338,1267,1641
"ENSG00000029993","HMGB3","ENSG00000029993_HMGB3","protein_coding","chrX",150980509,150990771,"+",4534,1844,3603,2631
"ENSG00000030066","NUP160","ENSG00000030066_NUP160","protein_coding","chr11",47778087,47848555,"-",3260,1001,1558,1754
"ENSG00000030110","BAK1","ENSG00000030110_BAK1","protein_coding","chr6",33572547,33580293,"-",3403,2524,2463,3781
"ENSG00000030419","IKZF2","ENSG00000030419_IKZF2","protein_coding","chr2",212999691,213152427,"-",152,83,38,83
"ENSG00000030582","GRN","ENSG00000030582_GRN","protein_coding","chr17",44345246,44353106,"+",13375,13338,7190,12670
"ENSG00000031003","FAM13B","ENSG00000031003_FAM13B","protein_coding","chr5",137937960,138051961,"-",593,253,224,319
"ENSG00000031081","ARHGAP31","ENSG00000031081_ARHGAP31","protein_coding","chr3",119294383,119420714,"+",164,163,332,363
"ENSG00000031691","CENPQ","ENSG00000031691_CENPQ","protein_coding","chr6",49463370,49493107,"+",745,296,387,460
"ENSG00000031698","SARS1","ENSG00000031698_SARS1","protein_coding","chr1",109213918,109238182,"+",3874,4139,3296,4402
"ENSG00000031823","RANBP3","ENSG00000031823_RANBP3","protein_coding","chr19",5916139,5978142,"-",2715,1969,1740,2132
"ENSG00000032219","ARID4A","ENSG00000032219_ARID4A","protein_coding","chr14",58298504,58373887,"+",677,299,309,450
"ENSG00000032389","EIPR1","ENSG00000032389_EIPR1","protein_coding","chr2",3188925,3377830,"-",1037,824,727,812
"ENSG00000032444","PNPLA6","ENSG00000032444_PNPLA6","protein_coding","chr19",7534004,7561764,"+",1839,3036,1544,2858
"ENSG00000032742","IFT88","ENSG00000032742_IFT88","protein_coding","chr13",20567138,20691444,"+",259,178,156,130
"ENSG00000033011","ALG1","ENSG00000033011_ALG1","protein_coding","chr16",5033702,5087379,"+",1124,670,638,725
"ENSG00000033030","ZCCHC8","ENSG00000033030_ZCCHC8","protein_coding","chr12",122471600,122500932,"-",1046,427,502,462
"ENSG00000033050","ABCF2","ENSG00000033050_ABCF2","protein_coding","chr7",151211484,151227205,"-",1600,808,981,919
"ENSG00000033100","CHPF2","ENSG00000033100_CHPF2","protein_coding","chr7",151232483,151240979,"+",2277,2727,1399,1421
"ENSG00000033170","FUT8","ENSG00000033170_FUT8","protein_coding","chr14",65410592,65744121,"+",569,370,286,375
